repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
nipunmanral/Cross-Domain-Image-Translation-Using-CycleGAN,30,0,2023-01-13T16:33:32Z,,TypeScript,39,58084
senad96/trackml,1,0,2020-08-31T14:41:40Z,Provision a AWS Neptune Cluster using Terraform,HCL,139,97
gmirsky/terraform-aws-neptune,1,662,2022-03-11T13:26:35Z,Monocular Depth Estimation Toolbox based on MMSegmentation.,Python,188,6492
zhyever/Monocular-Depth-Estimation-Toolbox,2,7,2022-11-17T09:14:11Z,,Python,1,1312
jp-lan/ProContEXT,1,0,2021-03-05T06:33:16Z,,Python,70,38149
DDDOH/ContinuousDistribution,1,0,2021-02-11T20:36:00Z,,Python,2,2009
sergevkim/GenerativeModels,30,25,2021-09-11T06:17:18Z,An Open-Source repository where students could showcase their skills by contributing their ML and DL projects!,Jupyter Notebook,18967,262092
DSCVITBHOPAL/ML-Reserve,1,13,2017-08-10T13:48:26Z,Machine Learning Experiment Manage Platform,Python,22,10236
jianzfb/antgo,1,2,2019-09-25T07:29:01Z,,Python,33,9515
learningandplanningICLR/learningandplanning,1,5,2021-05-30T03:46:31Z,Pedestrian and vehicle tracking,Python,78,112189
ysh-strive/yolov5_deepsort,1,1,2020-04-27T22:27:06Z,this repository holds all of my personal work in the python programming language,Python,13,121321
hunterprice04/python,1,35,2021-10-07T03:45:29Z,deep 3d reconstruction,Python,10,4083
achao2013/deep3dmap,1,1,2020-07-15T03:52:06Z,This is an prototype for Expert System for Diabetes which uses a Neural Network to predict medicine class for Diabetes,Python,283,6885
MohdIrshadMukkaram/ExpertSystemForDiabetes,4,2,2021-04-17T19:31:55Z,,TypeScript,60,1610
knr-data/AWSLabs,1,1,2022-03-02T16:33:39Z,,Python,53,110
moritz91/valohai-shark-attacks,1,0,2021-05-09T09:40:08Z,,Python,129,91
aaaaflyyyy/yolo_flask,4,0,2020-05-02T21:22:35Z,VQ VAE 2,Python,7,2742
karig13/jukebox,1,2,2018-11-15T07:21:42Z,implement dl&cv code lib in pytorch,Python,10,15586
ximitiejiang/cvpk,1,0,2017-07-02T12:30:47Z,"Reference implementation of ""Margin Maximization for Robust Classification using Deep Learning""",Python,2,4110
aam-at/margin_maximization,1,0,2019-03-02T15:25:48Z,,Python,64,180
rileytwo/pyprac,1,0,2019-05-30T00:39:45Z,Код для ВКР,C++,1,8
Taisiia-Petrova/obrabotka_raspoznovanie,1,3,2020-11-05T02:37:49Z,TensorFlow is a free and open-source software library for machine learning. It can be used across a range of tasks but has a particular focus on training and inference of deep neural networks. Tensorflow is a symbolic math library based on dataflow and differentiable programming. ,Jupyter Notebook,34,989183
WeilerWebServices/TensorFlow,1,0,2021-05-03T14:20:35Z,,Python,10,61740
mitchellcli/Capstone-ComputerVis-FaceMask-Detection,1,0,2020-10-05T15:48:14Z,,Python,1,13
dmpetrov/exp2,1,0,2020-11-06T08:10:54Z,,Jupyter Notebook,292,11674
tycoer/yolov4,2,14,2021-01-13T09:43:16Z,NetSurfP 3.0: Protein secondary structure and relative solvent accessibility prediction,Jupyter Notebook,3,39322
Eryk96/NetSurfP-3.0,1,1,2022-05-16T17:22:38Z,copy of yolov5,Python,941,31484
SilvesterYu/yolov5copy,0,0,2018-03-04T13:34:17Z,,Python,81,1240
piotrmilos/mrunner,1,1,2021-01-21T05:42:38Z,kaggle compete,Python,2,1246
Lizhen0628/kaggle_disaster_tweets,30,0,2020-04-28T09:55:22Z,,Python,218,5132
okly366/keras,4,0,2019-08-06T17:29:37Z,Sample code that reproduces and helps resolve Guild AI issues,Python,1,348
guildai/issue-resolution,2,0,2022-12-23T19:47:09Z,A getting started repo for state-of-the-art model-free rl algorithms,Jupyter Notebook,17,34244
geyang/model-free,1,0,2022-03-03T09:18:13Z,,Python,208,6025
awskosehy/fashion_mnist_kubeflow_pipeline,11,0,2022-10-09T07:56:28Z,,TypeScript,106,7414
TIH2022/RTFD-ML,1,1,2017-11-18T15:01:37Z,,Jupyter Notebook,806,33
stared/trypo-brainhack,1,0,2019-02-13T00:42:27Z,Tensorflow iris sample,Python,5359,101879
m2aug9/tensorflow_iris_sample,1,0,2022-04-14T18:35:21Z,,Python,36,694
jrm874/1st_quantized_fermions,1,2,2021-03-15T15:04:29Z,SONATa: SOunds of NATure,Python,126,36
sergevkim/sonata,30,130,2019-08-21T17:38:38Z,Extensible Python SDK for developing Flyte tasks and workflows. Simple to get started and learn and highly extensible. ,Python,17,16959
flyteorg/flytekit,2,0,2023-01-05T04:12:03Z,,Python,41441,260552
manasi-sharma/language-diffuser,1,1,2021-06-03T17:34:26Z,Naver Boostcamp AI Tech - P Stage 3 competition - Semantic Segmentation & Object Detection,Jupyter Notebook,5,12125
hangjoo/NaverBoostcampAI_P-Stage_3,1,0,2020-02-05T23:29:06Z,"BIOL 5153, Practical Programming for Biologists Assignments",Python,3,26443
aashwan/homework,1,5,2021-12-27T16:22:25Z,"Code for Research Project ""Learning Discrete Structures with Graph Neural Networks""",Python,114,723
andreas-grafberger/lds-gnn,1,1,2021-03-19T19:07:29Z,Usages Examples for ML-Logger,Python,1433,8900
geyang/ml-logger_examples,0,0,2020-08-25T02:23:55Z,,Python,52,5010
LEOCUIZHIHAO/kp_cv,5,8,2019-03-20T16:15:11Z,WIP: evolutionary explorations of weird machines,Rust,605,140292
oblivia-simplex/berbalang,1,0,2022-07-14T12:36:24Z,,Python,276,32
jkoprcina/ConversationSearchQueryReformatterTesting,1,1,2019-08-03T03:51:49Z,,Python,4,240609
kwarodom/Serverless_Deep_Learning_MLRS,1,4,2022-10-05T02:01:30Z,,Python,81,560
NagisaZj/CUP,2,0,2019-09-02T20:21:27Z,An attepmt to make a keras like framework for pytorch and tensorflow.,Jupyter Notebook,1,13862
penguinmenac3/babilim,4,1,2020-05-19T07:28:15Z,,Python,7,824
dataiku/dss-plugin-deeplearning-image,2,0,2019-01-30T12:58:57Z,Hybrid-approach for scaling pre-trained Deep Learning models,Python,15,95454
karl-richter/HYBE,1,1,2011-10-16T16:51:08Z,Master thesis - Proyecto final de carrera,Ruby,3881,98292
dcere/pfc,1,0,2020-07-26T04:08:36Z,,HTML,3,17637
xujunbj/amazon-sagemaker-neptune,8,0,2022-05-31T07:29:23Z,,Python,3,2894
wirenjoel/jukebox,0,0,2020-08-16T06:39:17Z,,Jupyter Notebook,7,29898
vdn-study/learning-spark,1,7,2018-03-03T12:15:16Z,pytorch  cpu_only  on  windows  mingw (msys2/win10) ,C++,1025,53957
zhujiang73/pytorch_mingw,2,0,2021-10-16T21:39:40Z,EvolvePy is a Python module created to allow the easy creation and execution of evolutionary algorithms.,Jupyter Notebook,1044,5606
EltonCN/evolvepy,2,5,2020-10-08T14:22:41Z,Yet Another PyTorch Trainer,Python,7,198
marcociccone/yapt,1,2,2019-09-18T12:34:00Z,object detection,Python,29,219443
TWSFar/CRGNet,1,0,2022-11-16T16:21:23Z,,Python,40,53177
ujithaperera/mlbackend,4,0,2020-04-29T23:38:46Z,,Jupyter Notebook,17,56719
COVID-19-Text-Mining/COVID-Embedding-Projector,2,0,2022-01-06T18:56:12Z,,Python,6,856015
takuma-yoneda/gym-fetch,1,0,2020-10-23T20:21:43Z,A tensorboard plugin for protein visualization,Python,4,18
jacobastern/protein-viz-tensorboard,1,0,2020-08-17T12:27:47Z,Récupération d'un environnement nomade Python pour machines sans Python possible à installer.,Python,152,257477
PhoenixizFire/NomadPython,3,2,2021-10-25T02:23:03Z,MVFNet in Paddle,Python,84,2531
ImportPaddle/MVFNet-Paddle,0,0,2021-10-11T22:05:58Z,,Python,40,6100
naddeoa/whylabs-rayio-sample-integrations,3,200,2021-03-22T08:59:00Z,[CVPR'21 Oral] Seeing Out of tHe bOx: End-to-End Pre-training for Vision-Language Representation Learning,Python,1101,452
researchmm/soho,2,0,2021-05-22T02:36:54Z,,Python,60,804
manhhung99/Thesis,2,0,2017-06-04T09:44:47Z,Repo for practise ML using Py,Jupyter Notebook,22,278887
rishuatgithub/MLPy,30,3,2021-06-15T04:36:41Z,,Python,8,8897
honguyenhaituan/Attack-Yolov5,1,0,2021-09-24T10:03:52Z,,Python,136,427
PasserBy4/mypretraining,1,0,2021-10-21T12:33:48Z,,Python,283,1753
KoganA00/asr_hw_1,1,1,2022-02-17T07:16:08Z,"A Tool for Playing Geoguessr At a High Level Implementing Multiple Custom Trained CNNs for Landscape Identification and Flag Identification. Uses Google Vision API for Text Recognition and Implements GeoPy for Live, Accurate Geolocation.",Python,105,122002
Ryguy-1/GeographyGuesser,3,0,2020-08-08T14:00:09Z,Final Project of CSCE-636 (Deep Learning) at TAMU,Python,2,58265
ankit61/Handwriting-Generation,1,1,2022-01-20T07:54:40Z,,Python,18,2669
vltanh/ict2020-dl-hw1,5,0,2020-10-15T17:09:52Z,,Python,37,2783
joanfmendo/jukebox,30,0,2020-08-16T09:08:56Z,,C++,113,146749
MauiDesign/PyTorchPyTorch,6,0,2021-05-26T04:09:22Z,,Python,33,7822
jkiggins/norse,5,1,2020-09-14T22:25:46Z,"The purpose of this research is to do 3D object detection from a photo using machine learning. The goal is a working model that can detect multiple 3D objects and provide their dimensions and orientation given a photo. There are many ways to implement this, but this project uses center-based 3D object detection and tracking, where the model predicts the physical, three-dimensional center of detected objects, which is regressed to predict the dimensions and orientation of the object. ",Jupyter Notebook,2,75398
umd-fire-coml/2020-3D-Object-Detection,6,26,2020-03-18T15:34:38Z,Examples of using Neptune to keep track of your experiments (maintenance only).,Jupyter Notebook,53,7775
neptune-ai/neptune-examples,2,1,2021-01-27T11:15:06Z,PyTorch Debian Packaging (Mirrored from Salsa),C++,10,17690
Debian/pytorch,0,0,2019-09-08T19:25:00Z,,Python,82,1166
iclr-2020-submission/advex-uar,2,0,2020-05-09T15:18:47Z,,Python,71,68
csadrian/global-autoencoders,1,0,2023-01-23T06:21:45Z,,Python,1,612361
anonymous98762022/autodetailfull2023,1,0,2022-09-22T16:56:57Z,,Jupyter Notebook,2,626
yuan-kai-design/yolov5-5v2111,30,0,2019-06-30T06:21:38Z,,C++,61,123415
carlosdeveloper11/pytorch,1,0,2021-09-02T03:36:05Z,,Jupyter Notebook,6,18278
adriantomala11/loly_voice,2,0,2022-04-25T14:48:05Z,Concept Drift due to Face Aging,Jupyter Notebook,451,211806
Project-Dissertation-MSc-DS-Aswin/Face_Aging_Concept_Drift,1,0,2022-08-27T22:32:32Z,🤖 Real Time Helmet Detection ARGOS,Python,1,29677
erickdp/argos-backend,1,4,2020-03-09T09:54:19Z,,Jupyter Notebook,1215,54773
Appsilon/gabon_wildlife_training,1,4,2020-09-12T16:54:00Z,"Functions, losses, and module blocks to share between experiments.",Python,33,10919
BrianPugh/pugh_torch,1,0,2021-06-30T19:25:12Z,,Python,26,11573
maxiaoba/MCTSPO,1,0,2020-10-27T07:50:48Z,Tool for interacting with Neptune's Pride game,Python,2,20
Owiredu/trestle-telnova-hack-2021,4,15,2021-01-04T03:26:26Z,The project is deprecated. Please move to https://github.com/kubeedge/sedna,Go,12,10614
aphelps/np2_tool,1,2,2021-01-23T17:17:13Z,This project aims to develop neural convolutional networks to identify the presence of a tumour cell in the breast and classify it as malignant or benign.,Python,3,5
edgeai-neptune/neptune,1,15,2019-08-22T22:15:43Z,Humble microlibrary / command line tool for summarizing data within Weights and Biases across runs.,Python,5477,17
Giorgiobientinesi/BreastCancer,1,7,2021-06-10T07:10:37Z,,Python,1,3873
sampottinger/wandb_summarizer,5,0,2021-09-30T15:33:48Z,,Python,217,2906
AlvinWen428/keyframe-focused-imitation-learning,4,17,2020-03-26T22:00:38Z,,Jupyter Notebook,2,160521
norbonorbo/30-09,2,2,2021-11-02T18:13:33Z,,Jupyter Notebook,175,15235
samik1986/ML_Semantic_Segmenation_NMI,3,0,2019-09-21T07:04:14Z,,TypeScript,15126,251090
anugyas/Graph-with-CARE,1,32,2021-05-10T03:58:00Z,"Code for the paper ""UnNatural Language Inference"" to appear at ACL 2021 (Long Paper)",Python,1,3525
qzhong0605/tensorboardplugins,1,1,2018-12-28T20:48:15Z,Flower Classification Programs Using TensorFlow and Keras,Python,1,473399
facebookresearch/UNLU,2,0,2019-11-03T13:56:48Z,,Python,149,99270
sagars729/Flowers,1,0,2019-01-27T08:47:05Z,Python (Anaconda) packages,Python,28468,181902
univ-ai/ANN1-ai1-fall2019,1,33,2020-03-19T13:25:50Z,"This repository contains the code for the CVPR 2020 paper ""Exploring Data Aggregation in Policy Learning for Vision-based Urban Autonomous Driving""",Python,106,1461
dmitryaleks/site-packages,1,0,2020-08-20T02:53:33Z,,C++,2,48852
autonomousvision/data_aggregation,1,1,2021-09-28T03:18:43Z,NLP模型训练脚手架,Python,1,350
liuluyang530/gpt-pytorch,0,1,2019-06-26T11:47:16Z,,Jupyter Notebook,30,14575
liguodongiot/nlp-app-samples,1,0,2021-07-30T21:19:43Z,testing neptune,Python,434,7
schwobr/siim-pneumothorax,1,0,2022-11-14T14:03:41Z,,Python,2203,1104
Stellakats/test,1,42,2020-03-09T22:03:05Z,Invariant Causal Prediction for Block MDPs,Python,2,5015
huangbin5/backdoor_ostrack,0,0,2022-02-25T02:04:39Z,,Python,39,33033
facebookresearch/icp-block-mdp,1,0,2020-11-09T14:57:25Z,,Python,19,47
aldopareja/fourier_feat,1,0,2020-10-20T09:43:15Z,,Python,86,45
